Local time,Open,High,Low,Close,Volume
02.01.2022 03:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 04:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 04:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 04:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 04:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 05:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 05:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 05:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 05:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 06:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 06:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 06:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 06:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 07:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 07:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 07:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 07:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 08:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 08:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 08:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 08:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 09:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 09:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 09:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 09:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 10:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 10:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 10:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 10:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 11:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 11:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 11:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 11:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 12:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 12:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 12:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 12:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 13:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 13:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 13:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 13:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 14:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 14:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 14:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 14:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 15:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 15:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 15:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 15:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 16:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 16:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 16:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 16:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 17:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 17:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 17:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 17:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 18:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 18:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 18:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 18:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 19:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 19:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 19:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 19:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 20:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 20:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 20:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 20:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 21:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 21:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 21:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 21:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 22:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 22:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 22:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 22:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 23:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 23:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 23:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
02.01.2022 23:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 00:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 00:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 00:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 00:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 01:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 01:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 01:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 01:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 02:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 02:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 02:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 02:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 03:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 03:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 03:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 03:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 04:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 04:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 04:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 04:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 05:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 05:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 05:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 05:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 06:00:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 06:15:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 06:30:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 06:45:00.000 GMT+0900,115.091,115.091,115.091,115.091,0
03.01.2022 07:00:00.000 GMT+0900,115.039,115.048,115.007,115.020,28.35
03.01.2022 07:15:00.000 GMT+0900,115.020,115.096,115.020,115.052,78.7
03.01.2022 07:30:00.000 GMT+0900,115.078,115.124,115.056,115.121,151.72
03.01.2022 07:45:00.000 GMT+0900,115.122,115.122,115.070,115.090,727.98
03.01.2022 08:00:00.000 GMT+0900,115.090,115.143,115.082,115.135,637.66
03.01.2022 08:15:00.000 GMT+0900,115.134,115.152,115.126,115.139,399.91
03.01.2022 08:30:00.000 GMT+0900,115.139,115.154,115.110,115.121,666.71
03.01.2022 08:45:00.000 GMT+0900,115.121,115.153,115.121,115.142,466.92
03.01.2022 09:00:00.000 GMT+0900,115.140,115.146,115.121,115.130,440.01
03.01.2022 09:15:00.000 GMT+0900,115.130,115.239,115.128,115.239,995.02
03.01.2022 09:30:00.000 GMT+0900,115.243,115.283,115.230,115.278,1321.45
03.01.2022 09:45:00.000 GMT+0900,115.278,115.291,115.237,115.279,1269.57
03.01.2022 10:00:00.000 GMT+0900,115.278,115.278,115.251,115.263,577.19
03.01.2022 10:15:00.000 GMT+0900,115.263,115.269,115.234,115.249,541.9
03.01.2022 10:30:00.000 GMT+0900,115.249,115.266,115.236,115.244,501.68
03.01.2022 10:45:00.000 GMT+0900,115.244,115.244,115.181,115.212,640.77
03.01.2022 11:00:00.000 GMT+0900,115.208,115.246,115.206,115.243,449.98
03.01.2022 11:15:00.000 GMT+0900,115.246,115.251,115.238,115.243,396.18
03.01.2022 11:30:00.000 GMT+0900,115.247,115.263,115.244,115.256,561.2
03.01.2022 11:45:00.000 GMT+0900,115.261,115.276,115.256,115.275,425.31
03.01.2022 12:00:00.000 GMT+0900,115.275,115.281,115.248,115.269,345.13
03.01.2022 12:15:00.000 GMT+0900,115.270,115.282,115.263,115.275,286.12
03.01.2022 12:30:00.000 GMT+0900,115.275,115.302,115.268,115.279,656.96
03.01.2022 12:45:00.000 GMT+0900,115.281,115.297,115.274,115.275,509.99
03.01.2022 13:00:00.000 GMT+0900,115.276,115.302,115.274,115.282,316.5
03.01.2022 13:15:00.000 GMT+0900,115.284,115.284,115.270,115.276,185.32
03.01.2022 13:30:00.000 GMT+0900,115.276,115.289,115.275,115.281,185.24
03.01.2022 13:45:00.000 GMT+0900,115.281,115.282,115.267,115.269,232.92
03.01.2022 14:00:00.000 GMT+0900,115.274,115.283,115.272,115.282,287.46
03.01.2022 14:15:00.000 GMT+0900,115.284,115.290,115.282,115.288,306.11
03.01.2022 14:30:00.000 GMT+0900,115.287,115.312,115.286,115.300,520.06
03.01.2022 14:45:00.000 GMT+0900,115.303,115.313,115.296,115.307,596.06
03.01.2022 15:00:00.000 GMT+0900,115.306,115.346,115.306,115.338,632.48
03.01.2022 15:15:00.000 GMT+0900,115.338,115.361,115.336,115.357,627.32
03.01.2022 15:30:00.000 GMT+0900,115.355,115.359,115.328,115.330,943.95
03.01.2022 15:45:00.000 GMT+0900,115.332,115.335,115.313,115.334,473.11
03.01.2022 16:00:00.000 GMT+0900,115.334,115.341,115.307,115.315,513.65
03.01.2022 16:15:00.000 GMT+0900,115.316,115.328,115.295,115.327,318.04
03.01.2022 16:30:00.000 GMT+0900,115.327,115.329,115.300,115.300,494.97
03.01.2022 16:45:00.000 GMT+0900,115.298,115.311,115.266,115.290,658.02
03.01.2022 17:00:00.000 GMT+0900,115.289,115.296,115.240,115.282,1226.16
03.01.2022 17:15:00.000 GMT+0900,115.280,115.307,115.275,115.288,1180.61
03.01.2022 17:30:00.000 GMT+0900,115.289,115.294,115.263,115.263,524.99
03.01.2022 17:45:00.000 GMT+0900,115.264,115.273,115.239,115.259,724.45
03.01.2022 18:00:00.000 GMT+0900,115.260,115.272,115.176,115.183,822.72
03.01.2022 18:15:00.000 GMT+0900,115.184,115.197,115.147,115.189,1176.28
03.01.2022 18:30:00.000 GMT+0900,115.189,115.213,115.168,115.174,891.51
03.01.2022 18:45:00.000 GMT+0900,115.174,115.182,115.151,115.173,902.33
03.01.2022 19:00:00.000 GMT+0900,115.174,115.174,115.124,115.134,877.07
03.01.2022 19:15:00.000 GMT+0900,115.135,115.158,115.109,115.155,953.18
03.01.2022 19:30:00.000 GMT+0900,115.153,115.163,115.135,115.139,1202.66
03.01.2022 19:45:00.000 GMT+0900,115.141,115.144,115.058,115.080,987.02
03.01.2022 20:00:00.000 GMT+0900,115.078,115.094,114.996,115.045,1544.17
03.01.2022 20:15:00.000 GMT+0900,115.048,115.084,115.029,115.063,780.48
03.01.2022 20:30:00.000 GMT+0900,115.063,115.065,114.992,115.041,859.77
03.01.2022 20:45:00.000 GMT+0900,115.040,115.076,115.040,115.065,562.52
03.01.2022 21:00:00.000 GMT+0900,115.064,115.094,115.059,115.090,666.95
03.01.2022 21:15:00.000 GMT+0900,115.089,115.139,115.081,115.129,817.43
03.01.2022 21:30:00.000 GMT+0900,115.129,115.137,115.089,115.104,669.49
03.01.2022 21:45:00.000 GMT+0900,115.105,115.140,115.049,115.067,926.87
03.01.2022 22:00:00.000 GMT+0900,115.067,115.083,114.974,114.974,1140.71
03.01.2022 22:15:00.000 GMT+0900,114.974,115.030,114.946,115.026,1402.55
03.01.2022 22:30:00.000 GMT+0900,115.024,115.124,115.021,115.086,1777.87
03.01.2022 22:45:00.000 GMT+0900,115.089,115.166,115.087,115.146,1500.93
03.01.2022 23:00:00.000 GMT+0900,115.146,115.190,115.137,115.189,2256.83
03.01.2022 23:15:00.000 GMT+0900,115.188,115.276,115.184,115.273,2363.11
03.01.2022 23:30:00.000 GMT+0900,115.275,115.329,115.268,115.307,3010.86
03.01.2022 23:45:00.000 GMT+0900,115.308,115.334,115.245,115.303,2412.88
04.01.2022 00:00:00.000 GMT+0900,115.303,115.333,115.282,115.314,2349.6
04.01.2022 00:15:00.000 GMT+0900,115.315,115.363,115.259,115.361,1577.08
04.01.2022 00:30:00.000 GMT+0900,115.362,115.366,115.299,115.305,1133.17
04.01.2022 00:45:00.000 GMT+0900,115.305,115.338,115.284,115.293,792.44
04.01.2022 01:00:00.000 GMT+0900,115.291,115.336,115.285,115.305,752.22
04.01.2022 01:15:00.000 GMT+0900,115.306,115.328,115.291,115.328,635.35
04.01.2022 01:30:00.000 GMT+0900,115.328,115.335,115.276,115.297,674.97
04.01.2022 01:45:00.000 GMT+0900,115.297,115.298,115.241,115.265,648.91
04.01.2022 02:00:00.000 GMT+0900,115.265,115.282,115.258,115.276,304.54
04.01.2022 02:15:00.000 GMT+0900,115.277,115.302,115.257,115.291,204.6
04.01.2022 02:30:00.000 GMT+0900,115.294,115.314,115.277,115.309,181.04
04.01.2022 02:45:00.000 GMT+0900,115.310,115.337,115.307,115.317,255.77
04.01.2022 03:00:00.000 GMT+0900,115.321,115.323,115.291,115.299,347.96
04.01.2022 03:15:00.000 GMT+0900,115.299,115.311,115.287,115.310,210.99
04.01.2022 03:30:00.000 GMT+0900,115.311,115.312,115.293,115.301,177.14
04.01.2022 03:45:00.000 GMT+0900,115.300,115.304,115.267,115.278,244.11
04.01.2022 04:00:00.000 GMT+0900,115.277,115.299,115.272,115.273,196.93
04.01.2022 04:15:00.000 GMT+0900,115.272,115.286,115.270,115.278,180.7
04.01.2022 04:30:00.000 GMT+0900,115.279,115.286,115.271,115.279,270.4
04.01.2022 04:45:00.000 GMT+0900,115.278,115.335,115.260,115.334,680.3
04.01.2022 05:00:00.000 GMT+0900,115.332,115.336,115.302,115.307,491.63
04.01.2022 05:15:00.000 GMT+0900,115.309,115.310,115.283,115.285,195.23
04.01.2022 05:30:00.000 GMT+0900,115.282,115.298,115.263,115.291,237.96
04.01.2022 05:45:00.000 GMT+0900,115.292,115.348,115.283,115.342,356.84
04.01.2022 06:00:00.000 GMT+0900,115.341,115.347,115.329,115.331,246.95
04.01.2022 06:15:00.000 GMT+0900,115.332,115.347,115.331,115.336,115.35
04.01.2022 06:30:00.000 GMT+0900,115.337,115.349,115.334,115.342,283.71
04.01.2022 06:45:00.000 GMT+0900,115.341,115.356,115.310,115.310,1001.59
04.01.2022 07:00:00.000 GMT+0900,115.310,115.333,115.310,115.323,135.32
04.01.2022 07:15:00.000 GMT+0900,115.325,115.337,115.319,115.337,2894.68
04.01.2022 07:30:00.000 GMT+0900,115.337,115.352,115.322,115.343,598.16
04.01.2022 07:45:00.000 GMT+0900,115.342,115.349,115.300,115.314,1143.98
04.01.2022 08:00:00.000 GMT+0900,115.313,115.356,115.289,115.333,885.06
04.01.2022 08:15:00.000 GMT+0900,115.334,115.351,115.328,115.336,219.27
04.01.2022 08:30:00.000 GMT+0900,115.335,115.350,115.330,115.336,389.1
04.01.2022 08:45:00.000 GMT+0900,115.338,115.349,115.323,115.330,578.7
04.01.2022 09:00:00.000 GMT+0900,115.330,115.336,115.289,115.333,1614.09
04.01.2022 09:15:00.000 GMT+0900,115.331,115.352,115.321,115.335,963.22
04.01.2022 09:30:00.000 GMT+0900,115.334,115.362,115.321,115.359,658.26
04.01.2022 09:45:00.000 GMT+0900,115.361,115.433,115.360,115.389,2675.11
04.01.2022 10:00:00.000 GMT+0900,115.388,115.391,115.341,115.383,1085.7
04.01.2022 10:15:00.000 GMT+0900,115.381,115.414,115.370,115.401,1042.29
04.01.2022 10:30:00.000 GMT+0900,115.400,115.484,115.394,115.412,1394.45
04.01.2022 10:45:00.000 GMT+0900,115.412,115.435,115.403,115.417,729.43
04.01.2022 11:00:00.000 GMT+0900,115.416,115.431,115.404,115.416,461.51
04.01.2022 11:15:00.000 GMT+0900,115.417,115.466,115.417,115.466,706.74
04.01.2022 11:30:00.000 GMT+0900,115.463,115.474,115.440,115.474,473.55
04.01.2022 11:45:00.000 GMT+0900,115.474,115.627,115.467,115.596,1999.45
04.01.2022 12:00:00.000 GMT+0900,115.594,115.680,115.559,115.667,2094.23
04.01.2022 12:15:00.000 GMT+0900,115.667,115.814,115.664,115.739,3402.06
04.01.2022 12:30:00.000 GMT+0900,115.739,115.761,115.725,115.759,1693.1
04.01.2022 12:45:00.000 GMT+0900,115.760,115.776,115.705,115.708,1670.09
