Local time,Open,High,Low,Close,Volume
01.01.2023 08:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 08:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 09:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 09:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 09:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 09:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 10:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 10:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 10:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 10:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 11:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 11:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 11:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 11:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 12:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 12:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 12:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 12:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 13:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 13:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 13:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 13:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 14:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 14:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 14:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 14:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 15:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 15:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 15:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 15:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 16:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 16:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 16:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 16:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 17:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 17:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 17:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 17:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 18:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 18:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 18:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 18:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 19:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 19:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 19:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 19:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 20:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 20:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 20:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 20:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 21:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 21:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 21:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 21:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 22:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 22:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 22:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 22:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 23:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 23:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 23:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
01.01.2023 23:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 00:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 00:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 00:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 00:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 01:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 01:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 01:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 01:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 02:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 02:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 02:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 02:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 03:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 03:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 03:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 03:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 04:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 04:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 04:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 04:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 05:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 05:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 05:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 05:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 06:00:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 06:15:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 06:30:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 06:45:00.000 GMT+0900,131.072,131.072,131.072,131.072,0
02.01.2023 07:00:00.000 GMT+0900,130.925,130.962,130.743,130.787,61.2
02.01.2023 07:15:00.000 GMT+0900,130.787,130.787,130.744,130.749,15.6
02.01.2023 07:30:00.000 GMT+0900,130.749,130.792,130.746,130.758,13.8
02.01.2023 07:45:00.000 GMT+0900,130.759,130.767,130.757,130.759,10.5
02.01.2023 08:00:00.000 GMT+0900,130.771,130.771,130.716,130.737,144.9
02.01.2023 08:15:00.000 GMT+0900,130.737,130.787,130.725,130.749,46.2
02.01.2023 08:30:00.000 GMT+0900,130.750,130.870,130.738,130.870,65.4
02.01.2023 08:45:00.000 GMT+0900,130.870,130.886,130.848,130.870,63.3
02.01.2023 09:00:00.000 GMT+0900,130.886,131.041,130.871,131.008,155.4
02.01.2023 09:15:00.000 GMT+0900,131.008,131.024,130.997,130.999,154.5
02.01.2023 09:30:00.000 GMT+0900,131.000,131.012,130.788,130.796,130.54
02.01.2023 09:45:00.000 GMT+0900,130.805,130.823,130.791,130.821,112.8
02.01.2023 10:00:00.000 GMT+0900,130.822,130.859,130.785,130.785,493.32
02.01.2023 10:15:00.000 GMT+0900,130.791,130.889,130.791,130.864,1317.74
02.01.2023 10:30:00.000 GMT+0900,130.884,130.932,130.818,130.850,811.12
02.01.2023 10:45:00.000 GMT+0900,130.850,130.919,130.850,130.919,118.42
02.01.2023 11:00:00.000 GMT+0900,130.894,130.984,130.894,130.965,212.68
02.01.2023 11:15:00.000 GMT+0900,130.984,130.999,130.950,130.984,117.7
02.01.2023 11:30:00.000 GMT+0900,130.989,130.994,130.926,130.974,210.04
02.01.2023 11:45:00.000 GMT+0900,130.978,130.994,130.954,130.963,177.66
02.01.2023 12:00:00.000 GMT+0900,130.963,130.989,130.919,130.919,140.35
02.01.2023 12:15:00.000 GMT+0900,130.919,130.969,130.908,130.919,54.12
02.01.2023 12:30:00.000 GMT+0900,130.918,130.963,130.879,130.919,130.08
02.01.2023 12:45:00.000 GMT+0900,130.906,130.941,130.885,130.895,339.24
02.01.2023 13:00:00.000 GMT+0900,130.896,130.919,130.879,130.902,1037.65
02.01.2023 13:15:00.000 GMT+0900,130.902,130.930,130.880,130.886,551.42
02.01.2023 13:30:00.000 GMT+0900,130.886,130.908,130.879,130.907,164.32
02.01.2023 13:45:00.000 GMT+0900,130.899,130.914,130.879,130.914,265.1
02.01.2023 14:00:00.000 GMT+0900,130.911,130.917,130.886,130.905,879.84
02.01.2023 14:15:00.000 GMT+0900,130.911,130.957,130.895,130.937,718.06
02.01.2023 14:30:00.000 GMT+0900,130.937,130.937,130.899,130.931,1432.7
02.01.2023 14:45:00.000 GMT+0900,130.919,130.947,130.905,130.916,1378.84
02.01.2023 15:00:00.000 GMT+0900,130.920,130.936,130.905,130.909,1718.82
02.01.2023 15:15:00.000 GMT+0900,130.911,130.929,130.904,130.923,391.36
02.01.2023 15:30:00.000 GMT+0900,130.912,130.939,130.898,130.907,713.28
02.01.2023 15:45:00.000 GMT+0900,130.899,130.985,130.898,130.939,141.14
02.01.2023 16:00:00.000 GMT+0900,130.939,130.951,130.904,130.934,548.44
02.01.2023 16:15:00.000 GMT+0900,130.931,130.963,130.924,130.929,915.34
02.01.2023 16:30:00.000 GMT+0900,130.938,130.951,130.928,130.929,1331.32
02.01.2023 16:45:00.000 GMT+0900,130.931,130.973,130.920,130.935,2021.16
02.01.2023 17:00:00.000 GMT+0900,130.939,130.955,130.922,130.928,872.78
02.01.2023 17:15:00.000 GMT+0900,130.927,130.955,130.917,130.920,729.9
02.01.2023 17:30:00.000 GMT+0900,130.920,130.956,130.919,130.936,729.66
02.01.2023 17:45:00.000 GMT+0900,130.930,130.957,130.908,130.926,3115.12
02.01.2023 18:00:00.000 GMT+0900,130.926,130.954,130.920,130.946,2560.26
02.01.2023 18:15:00.000 GMT+0900,130.946,130.953,130.907,130.913,1415.29
02.01.2023 18:30:00.000 GMT+0900,130.911,130.914,130.852,130.867,1330.53
02.01.2023 18:45:00.000 GMT+0900,130.869,130.875,130.856,130.867,1334.31
02.01.2023 19:00:00.000 GMT+0900,130.866,130.873,130.752,130.776,2402.45
02.01.2023 19:15:00.000 GMT+0900,130.777,130.810,130.753,130.767,2116
02.01.2023 19:30:00.000 GMT+0900,130.773,130.791,130.764,130.772,886.34
02.01.2023 19:45:00.000 GMT+0900,130.773,130.799,130.763,130.782,801.56
02.01.2023 20:00:00.000 GMT+0900,130.778,130.876,130.776,130.826,1839.06
02.01.2023 20:15:00.000 GMT+0900,130.827,130.878,130.783,130.805,2051.38
02.01.2023 20:30:00.000 GMT+0900,130.805,130.841,130.776,130.811,950.52
02.01.2023 20:45:00.000 GMT+0900,130.812,130.814,130.761,130.766,1520.52
02.01.2023 21:00:00.000 GMT+0900,130.766,130.771,130.702,130.716,1215.72
02.01.2023 21:15:00.000 GMT+0900,130.717,130.796,130.708,130.769,2571.49
02.01.2023 21:30:00.000 GMT+0900,130.770,130.796,130.722,130.739,2444.82
02.01.2023 21:45:00.000 GMT+0900,130.737,130.789,130.722,130.727,731.02
02.01.2023 22:00:00.000 GMT+0900,130.730,130.747,130.659,130.680,1255.08
02.01.2023 22:15:00.000 GMT+0900,130.680,130.699,130.623,130.651,3110.78
02.01.2023 22:30:00.000 GMT+0900,130.651,130.686,130.623,130.623,1603.02
02.01.2023 22:45:00.000 GMT+0900,130.626,130.668,130.617,130.642,1197.85
02.01.2023 23:00:00.000 GMT+0900,130.642,130.680,130.633,130.667,4562.38
02.01.2023 23:15:00.000 GMT+0900,130.669,130.700,130.660,130.688,1791.2
02.01.2023 23:30:00.000 GMT+0900,130.689,130.707,130.668,130.690,1439.98
02.01.2023 23:45:00.000 GMT+0900,130.691,130.771,130.656,130.707,3209.2
03.01.2023 00:00:00.000 GMT+0900,130.705,130.796,130.697,130.740,15281.56
03.01.2023 00:15:00.000 GMT+0900,130.740,130.831,130.730,130.780,6224.6
03.01.2023 00:30:00.000 GMT+0900,130.780,130.797,130.747,130.773,5838.52
03.01.2023 00:45:00.000 GMT+0900,130.768,130.816,130.761,130.774,15286.08
03.01.2023 01:00:00.000 GMT+0900,130.774,130.843,130.668,130.812,9412.12
03.01.2023 01:15:00.000 GMT+0900,130.802,130.812,130.688,130.783,10448.02
03.01.2023 01:30:00.000 GMT+0900,130.783,130.784,130.763,130.768,5792.82
03.01.2023 01:45:00.000 GMT+0900,130.769,130.769,130.733,130.743,1333.68
03.01.2023 02:00:00.000 GMT+0900,130.745,130.759,130.725,130.729,3028.23
03.01.2023 02:15:00.000 GMT+0900,130.732,130.764,130.725,130.749,2036.57
03.01.2023 02:30:00.000 GMT+0900,130.751,130.790,130.744,130.776,7769.96
03.01.2023 02:45:00.000 GMT+0900,130.780,130.810,130.750,130.767,9633.94
03.01.2023 03:00:00.000 GMT+0900,130.771,130.784,130.741,130.759,3034.64
03.01.2023 03:15:00.000 GMT+0900,130.760,130.780,130.749,130.770,3094.66
03.01.2023 03:30:00.000 GMT+0900,130.771,130.789,130.759,130.781,3239.14
03.01.2023 03:45:00.000 GMT+0900,130.780,130.784,130.746,130.769,2548.68
03.01.2023 04:00:00.000 GMT+0900,130.769,130.770,130.761,130.770,200.36
03.01.2023 04:15:00.000 GMT+0900,130.770,130.772,130.766,130.768,44.1
03.01.2023 04:30:00.000 GMT+0900,130.770,130.770,130.760,130.761,328.34
03.01.2023 04:45:00.000 GMT+0900,130.760,130.765,130.724,130.726,258
03.01.2023 05:00:00.000 GMT+0900,130.726,130.726,130.724,130.725,198
03.01.2023 05:15:00.000 GMT+0900,130.725,130.726,130.724,130.725,230.4
03.01.2023 05:30:00.000 GMT+0900,130.725,130.729,130.718,130.726,111.52
03.01.2023 05:45:00.000 GMT+0900,130.727,130.730,130.696,130.697,251.7
03.01.2023 06:00:00.000 GMT+0900,130.697,130.745,130.676,130.741,312
03.01.2023 06:15:00.000 GMT+0900,130.745,130.746,130.619,130.619,782.35
03.01.2023 06:30:00.000 GMT+0900,130.619,130.621,130.602,130.603,124.49
03.01.2023 06:45:00.000 GMT+0900,130.603,130.624,130.598,130.608,163.64
03.01.2023 07:00:00.000 GMT+0900,130.641,130.725,130.631,130.725,15.34
03.01.2023 07:15:00.000 GMT+0900,130.725,130.725,130.685,130.699,55.86
03.01.2023 07:30:00.000 GMT+0900,130.699,130.725,130.699,130.725,17.4
03.01.2023 07:45:00.000 GMT+0900,130.710,130.721,130.698,130.699,98.84
03.01.2023 08:00:00.000 GMT+0900,130.699,130.906,130.535,130.886,4255.13
03.01.2023 08:15:00.000 GMT+0900,130.885,131.403,130.842,130.974,7826.21
03.01.2023 08:30:00.000 GMT+0900,130.972,131.003,130.874,130.921,5162.44
03.01.2023 08:45:00.000 GMT+0900,130.921,130.948,130.705,130.790,3007.29
03.01.2023 09:00:00.000 GMT+0900,130.789,130.903,130.756,130.769,3465.15
03.01.2023 09:15:00.000 GMT+0900,130.778,130.870,130.772,130.802,3076.55
03.01.2023 09:30:00.000 GMT+0900,130.802,130.803,130.608,130.659,2807.9
03.01.2023 09:45:00.000 GMT+0900,130.664,130.741,130.570,130.606,3168.03
03.01.2023 10:00:00.000 GMT+0900,130.612,130.714,130.198,130.209,5446.29
03.01.2023 10:15:00.000 GMT+0900,130.211,130.234,129.826,129.912,8018.78
03.01.2023 10:30:00.000 GMT+0900,129.913,130.336,129.807,130.188,8132.6
03.01.2023 10:45:00.000 GMT+0900,130.188,130.249,130.032,130.148,5023.82
03.01.2023 11:00:00.000 GMT+0900,130.150,130.305,130.124,130.156,6444.75
03.01.2023 11:15:00.000 GMT+0900,130.163,130.207,130.006,130.063,9492.39
03.01.2023 11:30:00.000 GMT+0900,130.060,130.074,129.840,129.859,11823.74
03.01.2023 11:45:00.000 GMT+0900,129.858,129.977,129.780,129.920,11266.17
03.01.2023 12:00:00.000 GMT+0900,129.922,129.982,129.846,129.883,10148.51
03.01.2023 12:15:00.000 GMT+0900,129.882,129.925,129.727,129.805,8065.69
03.01.2023 12:30:00.000 GMT+0900,129.803,129.852,129.678,129.746,8818.45
03.01.2023 12:45:00.000 GMT+0900,129.746,129.813,129.691,129.782,7003.35
03.01.2023 13:00:00.000 GMT+0900,129.781,129.799,129.507,129.547,10086.37
03.01.2023 13:15:00.000 GMT+0900,129.546,129.649,129.542,129.629,6103.43
03.01.2023 13:30:00.000 GMT+0900,129.628,129.655,129.530,129.589,6322.35
03.01.2023 13:45:00.000 GMT+0900,129.588,129.622,129.512,129.592,6545.39
03.01.2023 14:00:00.000 GMT+0900,129.592,129.638,129.550,129.620,6086.31
03.01.2023 14:15:00.000 GMT+0900,129.622,129.828,129.600,129.747,7574.18
03.01.2023 14:30:00.000 GMT+0900,129.745,129.893,129.719,129.794,7059.52
03.01.2023 14:45:00.000 GMT+0900,129.798,129.952,129.796,129.813,6787.34
03.01.2023 15:00:00.000 GMT+0900,129.812,129.816,129.644,129.646,9916.06
03.01.2023 15:15:00.000 GMT+0900,129.647,129.809,129.613,129.787,9726.04
03.01.2023 15:30:00.000 GMT+0900,129.787,129.899,129.769,129.830,5507.52
03.01.2023 15:45:00.000 GMT+0900,129.830,130.058,129.820,129.841,5516.15
03.01.2023 16:00:00.000 GMT+0900,129.840,129.913,129.779,129.904,5716.62
03.01.2023 16:15:00.000 GMT+0900,129.904,130.056,129.883,129.888,5289.18
03.01.2023 16:30:00.000 GMT+0900,129.888,129.992,129.853,129.973,5579.94
03.01.2023 16:45:00.000 GMT+0900,129.975,130.248,129.971,130.107,7325.62
03.01.2023 17:00:00.000 GMT+0900,130.107,130.471,130.095,130.329,10950.94
03.01.2023 17:15:00.000 GMT+0900,130.328,130.856,130.322,130.757,10486.4
03.01.2023 17:30:00.000 GMT+0900,130.757,130.956,130.658,130.745,10679.02
03.01.2023 17:45:00.000 GMT+0900,130.746,130.860,130.663,130.780,11284.54
03.01.2023 18:00:00.000 GMT+0900,130.779,130.802,130.484,130.492,14075.18
03.01.2023 18:15:00.000 GMT+0900,130.492,130.511,130.311,130.400,11337.36
03.01.2023 18:30:00.000 GMT+0900,130.400,130.528,130.309,130.454,10801.1
03.01.2023 18:45:00.000 GMT+0900,130.455,130.515,130.324,130.416,9179.81
03.01.2023 19:00:00.000 GMT+0900,130.413,130.498,130.361,130.426,9025.82
03.01.2023 19:15:00.000 GMT+0900,130.428,130.663,130.427,130.543,9488.99
03.01.2023 19:30:00.000 GMT+0900,130.542,130.635,130.498,130.610,9196.52
03.01.2023 19:45:00.000 GMT+0900,130.610,130.732,130.586,130.689,6928.74
03.01.2023 20:00:00.000 GMT+0900,130.688,130.731,130.625,130.674,6061.97
03.01.2023 20:15:00.000 GMT+0900,130.675,130.759,130.673,130.688,7392.03
03.01.2023 20:30:00.000 GMT+0900,130.689,130.782,130.682,130.735,6739.03
03.01.2023 20:45:00.000 GMT+0900,130.734,130.885,130.698,130.874,6641.03
03.01.2023 21:00:00.000 GMT+0900,130.874,131.198,130.867,131.102,8210.79
03.01.2023 21:15:00.000 GMT+0900,131.102,131.133,130.907,130.927,7194.21
03.01.2023 21:30:00.000 GMT+0900,130.927,130.991,130.860,130.898,5544.85
03.01.2023 21:45:00.000 GMT+0900,130.897,131.041,130.829,130.974,5815.94
03.01.2023 22:00:00.000 GMT+0900,130.975,131.002,130.783,130.794,8301.13
03.01.2023 22:15:00.000 GMT+0900,130.794,130.847,130.675,130.751,8404.84
03.01.2023 22:30:00.000 GMT+0900,130.752,130.815,130.627,130.660,8220.91
03.01.2023 22:45:00.000 GMT+0900,130.662,130.688,130.588,130.654,8400.66
03.01.2023 23:00:00.000 GMT+0900,130.654,130.793,130.550,130.570,6080.78
03.01.2023 23:15:00.000 GMT+0900,130.570,130.602,130.497,130.511,6531.94
03.01.2023 23:30:00.000 GMT+0900,130.510,130.565,130.208,130.281,10532.27
03.01.2023 23:45:00.000 GMT+0900,130.280,130.322,130.055,130.185,9955.02
04.01.2023 00:00:00.000 GMT+0900,130.185,130.679,130.183,130.616,11234.26
04.01.2023 00:15:00.000 GMT+0900,130.616,130.846,130.579,130.794,10296.41
04.01.2023 00:30:00.000 GMT+0900,130.798,130.932,130.728,130.835,10441.39
04.01.2023 00:45:00.000 GMT+0900,130.833,130.840,130.635,130.739,11233.52
04.01.2023 01:00:00.000 GMT+0900,130.741,130.853,130.621,130.812,14914.79
04.01.2023 01:15:00.000 GMT+0900,130.812,130.874,130.705,130.785,10507.41
04.01.2023 01:30:00.000 GMT+0900,130.784,131.045,130.772,130.984,12212.06
04.01.2023 01:45:00.000 GMT+0900,130.984,131.107,130.789,130.832,11431.79
04.01.2023 02:00:00.000 GMT+0900,130.833,130.833,130.746,130.765,7475.54
04.01.2023 02:15:00.000 GMT+0900,130.764,130.881,130.722,130.856,6261.3
04.01.2023 02:30:00.000 GMT+0900,130.854,130.882,130.757,130.802,4842.01
04.01.2023 02:45:00.000 GMT+0900,130.802,130.862,130.785,130.792,4689.32
04.01.2023 03:00:00.000 GMT+0900,130.789,130.812,130.694,130.720,5375.93
04.01.2023 03:15:00.000 GMT+0900,130.720,130.729,130.600,130.614,3843.73
04.01.2023 03:30:00.000 GMT+0900,130.615,130.676,130.608,130.621,2926.43
04.01.2023 03:45:00.000 GMT+0900,130.620,130.658,130.603,130.621,5482.47
04.01.2023 04:00:00.000 GMT+0900,130.620,130.623,130.572,130.607,2397.84
04.01.2023 04:15:00.000 GMT+0900,130.607,130.705,130.591,130.674,2746.94
04.01.2023 04:30:00.000 GMT+0900,130.673,130.749,130.671,130.735,2618.44
04.01.2023 04:45:00.000 GMT+0900,130.734,130.789,130.726,130.777,4294.96
04.01.2023 05:00:00.000 GMT+0900,130.778,130.803,130.749,130.791,3606.9
04.01.2023 05:15:00.000 GMT+0900,130.793,130.930,130.780,130.875,3409.97
04.01.2023 05:30:00.000 GMT+0900,130.878,130.953,130.836,130.936,3215.69
04.01.2023 05:45:00.000 GMT+0900,130.936,130.963,130.904,130.959,3342.06
04.01.2023 06:00:00.000 GMT+0900,130.962,131.017,130.886,130.934,2064.72
04.01.2023 06:15:00.000 GMT+0900,130.933,130.944,130.885,130.935,1535.48
04.01.2023 06:30:00.000 GMT+0900,130.934,131.031,130.913,131.028,1204.24
04.01.2023 06:45:00.000 GMT+0900,131.029,131.036,130.967,131.007,2254.75
04.01.2023 07:00:00.000 GMT+0900,130.991,131.029,130.988,131.019,3966.8
04.01.2023 07:15:00.000 GMT+0900,131.015,131.024,130.996,131.007,88.64
04.01.2023 07:30:00.000 GMT+0900,131.007,131.012,130.953,130.991,1529.36
04.01.2023 07:45:00.000 GMT+0900,130.989,131.010,130.963,130.974,1071.9
04.01.2023 08:00:00.000 GMT+0900,130.987,131.175,130.969,131.137,5024.93
04.01.2023 08:15:00.000 GMT+0900,131.138,131.466,131.130,131.325,8458.64
04.01.2023 08:30:00.000 GMT+0900,131.326,131.346,131.175,131.204,8077.96
04.01.2023 08:45:00.000 GMT+0900,131.206,131.297,131.121,131.293,7599.43
04.01.2023 09:00:00.000 GMT+0900,131.296,131.304,130.819,130.982,12821.87
04.01.2023 09:15:00.000 GMT+0900,130.980,131.113,130.894,131.079,7384.27
04.01.2023 09:30:00.000 GMT+0900,131.080,131.088,130.855,130.987,8246.36
04.01.2023 09:45:00.000 GMT+0900,130.987,131.056,130.885,131.014,11008.61
04.01.2023 10:00:00.000 GMT+0900,131.014,131.216,130.908,131.094,12067.94
04.01.2023 10:15:00.000 GMT+0900,131.094,131.145,130.992,131.016,8537.6
04.01.2023 10:30:00.000 GMT+0900,131.016,131.040,130.844,130.944,7490.39
04.01.2023 10:45:00.000 GMT+0900,130.945,130.950,130.577,130.642,10338.8
04.01.2023 11:00:00.000 GMT+0900,130.644,130.809,130.628,130.771,8916.49
04.01.2023 11:15:00.000 GMT+0900,130.771,130.815,130.702,130.742,6507.1
